Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  12/1952;  0.0;  0.0;  0.0;  0.0;  0.0;  0.2;  0.0;  0.0;  0.0;  5.8;  1.5; 36.1;  2.6;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.7;  4.0;  0.0;  0.0;  0.0;  4.2; 53.0;  0.0;  0.0;0.0;0.0;0.0;53.0;112.1
  01/1953;  5.5;  7.4; 36.7;  0.1;  4.0;  2.3; 28.2;  2.2;  7.7;  0.0;  0.0;  7.8;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.1;  3.0; 15.1; 15.0; 40.2;  7.0;5.4;0.0;0.0;40.2;188.7
  02/1953;  0.0;  0.0; 48.8;  0.0; 10.1;  0.0;  0.0;  0.0;  7.5;  0.0;  0.0;  0.0; 18.7;  1.5;  0.0;  0.0;  0.0;  3.0;  0.0;  0.0; 29.0; 22.5;  0.0;  0.0;  6.1;  2.0;  0.7;  2.2;---;---;---;48.8;152.1
  03/1953;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.2;  1.0;  0.0;  1.2; 20.2;  0.6;  9.2;  1.0;  0.0; 11.2;  3.4; 11.7; 23.8;  0.0;  6.5; 14.2;  3.5; 48.0; 14.0;1.8;0.0;0.0;48.0;171.5
  04/1953;  0.0;  1.0; 12.4;  0.0;  6.6;  0.0;  5.5;  5.1;  0.0;  0.0;  0.2;  0.0;  0.0;  0.0;  0.0; 10.7;  0.0;  0.0;  0.0;  0.0;  0.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;12.4;41.7
  05/1953;  0.0;  0.0;  0.0;  0.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  5.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  7.6;  8.6;  0.0;  1.4;  0.0;  0.0;  0.0;0.0;0.0;0.0;8.6;23.2
  06/1953;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 23.7;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;23.7;23.7
  07/1953;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 11.2; 13.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;13.3;24.5
  08/1953;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.3;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;1.3;1.3
  09/1953;  0.0;  0.0;  5.0;  0.0;  0.0;  0.8;  0.0; 37.5;  1.1;  0.7;  0.2;  0.0;  0.0;  0.0; 11.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.5;  0.0;  2.6;  0.0;  0.0;  1.0;  0.0;0.0;0.0;---;37.5;64.4
  10/1953;  0.0;  0.0;  0.0;  0.0;  0.5;  0.0;  7.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  3.5;  0.0; 22.0;  0.2;  4.2;  0.0; 12.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;2.2;22.0;51.7
  11/1953;  0.0; 22.3;  0.0;  0.0;  0.0; 32.2;  6.5; 30.2;  4.0;  0.0;  0.3; 38.0; 15.3; 23.1;  0.1;  0.0;  0.0;  0.0; 15.0;  0.0;  0.0;  0.0; 15.5;  0.0;  0.0;  0.0;  0.0;  0.0;8.3;6.3;---;38.0;217.1
  12/1953;  3.4;  1.3; 56.2; 34.1;  0.0;  3.7;  0.0;  4.7;  0.0;  0.0; 32.2;  7.1;  6.7;  0.0;  0.0;  0.0; 27.5;  0.0;  0.0;  0.0; 19.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.5;  0.8;0.0;0.0;0.0;56.2;201.2
  01/1954;  0.0;  0.0;  0.8; 48.6;  0.6;  0.0;  0.0;  7.7;  3.9;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 45.5;  0.0; 37.8; 18.3;  4.0;  3.9; 12.6;  0.0;  0.0;  0.0;  0.0;1.1;0.0;0.0;48.6;184.8
  02/1954;  0.0;  5.0;  0.0; 11.0; 36.0; 14.9;  3.7; 12.2;  0.0; 39.5;  0.2;  1.2;  0.1; 12.0;  6.6;  1.8;  1.2;  1.4;  1.7;  1.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.3;---;---;---;39.5;150.3
  03/1954; 22.0;  4.5;  0.0;  0.2; 33.7;  0.0;  0.0;  0.0;  0.0;  4.9;  2.8;  0.4;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;45.4;24.7;0.0;45.4;138.6
  04/1954;  0.0;  5.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  3.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.6;  0.0;0.0;26.5;---;26.5;39.1
  05/1954;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 55.4; 18.5;  0.0;  0.0; 28.3;  0.0;  0.8;  0.0;  0.0;  1.0;  1.1;  1.0; 24.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;55.4;130.1
  06/1954;  0.0;  0.0;  4.4;  4.4; 18.4; 11.6;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  2.7;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;18.4;41.5
  07/1954;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;2.0;0.0;0.0;2.0;2.0
  08/1954;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.0;0.0
  09/1954;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.3;  0.8;  3.1;0.0;35.4;---;35.4;39.6
  10/1954;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 20.1;  1.6;  0.0;  0.0;  0.0; 25.5;  0.0;  0.0;  0.0;  0.0;  0.0; 20.3;  0.0;  0.0;  0.0;  0.0;  0.0;  6.0;  0.0;0.0;1.0;0.0;25.5;74.5
  11/1954;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 24.2;  0.0; 30.5;  9.4;  0.0;  3.2; 42.7;  0.0; 25.3;  0.0;  4.0; 16.9;  0.0;  0.0;  0.0;  8.2; 10.2;0.0;0.0;---;42.7;174.6
  12/1954;  0.0;  0.0; 30.1;  2.4;  0.0;  4.3; 28.5;  0.0;  0.0;  6.0;  0.0; 43.0; 24.2;  0.0;  0.0;  0.0;  7.0;  0.0;  5.2; 11.3; 10.3; 22.4;  0.0;  0.0;  0.0;  0.3;  0.0;  0.0;0.0;0.0;0.0;43.0;195.0
  01/1955;  0.0; 23.7; 11.0;  8.5;  2.0;  0.0;  1.0;  0.0;  0.0;  9.7;  0.0;  1.1; 31.7; 30.0;  2.0; 11.0; 50.1;  6.1;  0.0;  0.0;  0.0;  0.0;  2.7;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;50.1;190.6
  02/1955; 79.5;  0.0; 31.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 16.3;  7.0;  0.0;  1.7; 10.7;  1.2; 17.0; 17.5;  1.5;---;---;---;79.5;184.6
  03/1955;  0.0;  2.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 29.2;  0.0;  4.1;  0.0;  0.0;  0.0; 22.2;  0.0;  0.0;  0.8;  0.0;  0.0;  0.0; 12.1;  0.0;  0.0;  0.0;  0.0;  8.0;  2.1;17.2;19.4;0.0;29.2;117.3
  04/1955;  0.0; 43.7;  0.0;  1.2;  2.2;  6.8;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  5.5;  0.0;  0.0; 13.6;  3.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;41.9;0.0;---;43.7;118.1
  05/1955;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  5.6;  0.0;  0.0;  2.5;  0.0;  0.0;  0.0;  0.0;0.0;0.0;4.0;5.6;12.1
  06/1955;  0.0;  0.0;  0.0;  0.0;  0.0;  5.0;  0.0;  0.0;  0.0; 15.0;  0.0;  0.0;  0.0;  0.6;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;15.0;20.6
  07/1955;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.0;0.0
  08/1955;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;0.0;0.0
  09/1955;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;0.0;0.0
  10/1955;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 10.2;  1.2;  0.0;  0.0;  0.0; 14.7; 13.5; 23.8;  0.0; 27.8;  6.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.2;  0.0;  0.0;  0.0;46.5;0.0;5.0;46.5;153.2
  11/1955;  3.3; 22.3; 25.8;  0.0;  0.0;  0.0;  3.2;  0.0;  0.0;  5.3;  3.6;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.1;  0.0; 19.0;  0.0;  0.0; 19.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;25.8;102.6
  12/1955;  0.0; 27.2; 31.5; 21.8;  0.0;  1.0;  4.0;  0.0;  0.0;  0.0;  0.0;  0.0; 37.3;  3.7;  1.4;  0.0; 23.3; 15.5; 13.5; 32.5;  0.0;  0.0;  0.0;  0.0;  4.8;  0.0; 24.0;  0.0;14.7;2.0;9.4;37.3;267.6
  01/1956; 12.0; 16.0; 28.2; 26.7;  5.6; 10.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  3.6;  0.0;  9.1;  0.0;  0.0;  0.0;  0.0;  0.0;  2.2;4.8;0.0;0.0;28.2;118.2
  02/1956;  0.0;  3.0;  0.0;  0.0;  0.0;  0.0;  0.0;  3.7;  0.0;  0.0;  0.0;  4.0;  2.0; 25.8; 17.5; 10.7; 12.1; 64.6; 45.3; 46.0;  0.0;  0.0; 40.0; 17.0;  0.0; 12.5;  8.1; 20.0;5.9;---;---;64.6;338.2
  03/1956;  3.1;  7.3;  0.0;  0.0;  0.0;  0.0;  2.6;  0.0;  0.9;  0.0;  1.3;  4.0;  2.5;  0.0;  0.0;  0.0;  6.8;  0.0;  5.9; 13.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;13.0;47.4
  04/1956;  0.0; 10.0;  0.0;  0.0;  0.0;  0.0;  6.5;  2.8;  0.0;  5.9;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 11.0;  0.0;  0.0;  0.0;  0.0;  0.0; 12.7;  1.5;  0.1;18.2;0.0;---;18.2;68.7
  05/1956;  3.9; 37.0;  0.0;  0.0;  2.3;  2.9;  0.0; 21.5;  9.8;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  5.0;  0.3;  0.0;  0.0;  0.0; 11.1;  4.8;  0.0;0.0;0.0;0.0;37.0;98.6
  06/1956; 22.0;  1.4;  8.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  9.2; 11.7;  7.0;  1.5;  2.2;  0.5;  2.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.1;  0.0;  0.0;0.0;0.0;---;22.0;65.9
  07/1956;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  7.8;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  1.0;  0.0;  0.0;  0.0;  0.0;  0.0;  5.0;  0.0;  0.0;  1.0;  0.5;  0.0;  0.0;  5.3;0.8;23.0;0.0;23.0;44.4
  08/1956; 46.0;  0.4;  0.0; 11.5;  0.0;  0.0;  0.0;  2.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  2.0;0.0;0.0;0.0;46.0;62.0
  09/1956;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 20.3; 13.0;  0.0;  1.0; 11.3;  2.1;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;4.3;13.5;---;20.3;65.5
  10/1956;  0.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  5.0;  0.0;  0.0;  0.0;  0.0;  0.0; 13.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  2.6;  0.0;  0.0;  1.7; 38.5;2.5;32.0;0.0;38.5;95.8
  11/1956;  0.0;  0.0;  0.0;  0.0;  5.0;  0.0;  0.0;  0.0;  0.0;  1.5;  0.0;  0.0; 18.4;  2.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.4;  7.0; 28.9;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;28.9;63.7
  12/1956;  0.0;  0.0;  0.0;  0.0; 30.5; 41.5; 51.0; 23.0; 11.5;  0.0;  0.0;  0.0;  0.0; 83.0; 11.0; 29.0;  0.0;  0.0;  0.0; 21.0;  0.0;  0.0;  2.1; 43.0; 42.0; 74.5;  0.9;  0.0;0.0;0.0;4.9;83.0;468.9
  01/1957; 30.0;  0.0;  0.0;  0.0;  0.0;  2.4;  0.0;  0.0;  6.8; 23.8; 10.1;  2.5;  0.0; 47.3;  6.3; 16.5; 30.5;  8.5; 24.3;  5.7;  4.5;  4.5;  0.0;  0.0; 14.8;  0.0;  0.0;  0.0;17.3;0.0;0.0;47.3;255.8
  02/1957;  4.3;  0.8;  0.9;  1.1;  0.0; 18.3; 27.0; 16.3; 32.5;  9.0; 25.4;  4.5;  0.0;  0.0; 31.5; 25.2;  7.3;  0.0;  0.0;  0.0;  0.0;  0.0; 22.5;  0.0;  0.0; 11.0; 23.5;  5.0;---;---;---;32.5;266.1
  03/1957;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  7.0;  0.0;  0.0;  4.5; 10.5;  0.0;  2.7;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.6; 14.0; 30.1; 22.0;  0.0;  0.0;  0.0;  0.0;  0.0;7.8;9.9;1.6;30.1;114.7
  04/1957;  0.0; 48.0; 10.0;  0.0;  2.4;  8.9;  0.0;  0.0;  3.1;  7.9; 24.2;  5.3;  0.0;  0.0;  0.0;  8.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;26.8;---;48.0;144.9
  05/1957;  4.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.3;  4.5; 21.8;  0.0;  0.0;  0.0;  0.0;  0.0;  6.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;21.8;40.9
  06/1957;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 19.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;19.0;19.0
  07/1957;  0.0;  0.0;  0.0;  0.0; 50.5; 11.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  2.3;  4.0;  2.4;  0.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;50.5;70.9
  08/1957;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 12.0;  0.0;  5.5;  5.8;  0.0; 14.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.9;14.5;38.7
  09/1957;  0.0;  0.0;  6.0; 48.3;  8.6;  0.0;  0.0;  0.0;  2.0;  0.0;  0.0; 13.0; 14.3;  0.0;  0.0;  2.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  5.0;  3.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;48.3;102.2
  10/1957;  7.7;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 29.8;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 13.3;  0.0;  0.0;  0.0;  0.0;  0.3; 17.0;7.5;46.0;0.0;46.0;121.6
  11/1957;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 36.8; 58.3;  0.0;  0.0;  0.0;  0.0;  8.1;  0.0;  0.0;  9.8; 97.3;  7.0; 40.1; 31.7;  2.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;97.3;291.1
  12/1957; 20.5; 38.0;  9.0;  0.0;  3.2;  1.0;  0.0;  0.0;  0.0;  0.0; 20.0; 11.3;  0.0;  0.0; 30.9; 14.5;  2.3; 10.5; 35.2;  0.0;  6.1;  0.0;  6.3;  0.0;  0.0;  3.8;  0.0;  0.0;0.0;0.0;0.0;38.0;212.6
  01/1958;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  3.1;  0.0;  0.0;  0.0;  0.0; 25.7;  3.3;  0.0; 13.8; 10.7;  0.6;  0.0; 32.3; 33.2;  0.0;  7.1; 33.8;  9.6;  2.6;9.5;0.0;0.0;33.8;185.3
  02/1958;  0.0;  0.0;  0.0; 29.5;  3.3; 16.5;  8.6; 15.6;  0.0;  0.0;  0.0;  0.0;  0.0;  0.8;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  9.3;  0.0;  0.0;  0.0;  3.0; 34.4; 29.7; 27.8;---;---;---;34.4;178.5
  03/1958;  0.0; 26.2;  0.0;  1.3;  0.8;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 20.0; 63.3; 39.4;  6.2;  0.0;  0.0;  0.0; 23.5;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;26.2;63.3;206.9
  04/1958;  4.9;  2.7;  0.0;  0.0;  0.0; 25.0;  0.0;  0.0;  0.0;  0.0;  6.0;  0.0; 10.0;  8.0;  0.0;  0.0;  0.0;  0.0; 18.2;  7.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;25.0;82.1
  05/1958;  0.0;  0.0;  0.0;  6.5; 10.0; 26.4;  4.6;  0.0;  0.0;  1.4;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 20.5; 37.0;  7.8; 18.0; 14.3;  0.3;  6.3;0.1;0.0;0.0;37.0;153.2
  06/1958;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 41.0;  6.3;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;41.0;47.3
  07/1958;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 24.2;  0.0;  0.0;  0.0;  9.3;  0.0;  3.4;  7.2;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;24.2;44.1
  08/1958;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;14.0;0.0;14.0;14.0
  09/1958;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.6;  0.0;  0.0; 12.6; 22.5; 61.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;---;61.0;100.7
  10/1958;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  4.6;  4.0;  0.0;  0.0;  4.6; 20.0;  0.0;  0.0;  0.0;  0.0;  0.0; 26.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 26.5; 12.8;10.8;6.0;0.0;26.5;115.8
  11/1958;  0.0;  0.0;  0.0;  3.1;  1.8;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 12.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  6.7;  0.0;  0.0;  0.0;  0.0;  0.0;  7.8;  0.0;  0.0;  4.0;0.0;0.0;---;12.5;35.9
  12/1958;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0; 20.8;  0.0; 71.0;  0.0;  0.0; 15.5; 15.0;  0.0; 17.0;  7.5;  5.7;  0.0;  3.4; 28.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;0.0;0.0;0.0;71.0;183.9
  01/1959;  0.0;  0.0;  0.0;  0.0; 39.4; 26.9;  7.2;  9.7;  1.5;  0.0;  0.0; 30.0;  4.5; 12.4;  6.3;  0.0;  0.0; 25.0; 89.0;  0.0;  0.0;  0.0; 26.8; 24.0; 36.5;  0.0;  0.0;  0.0;5.8;0.0;2.2;89.0;347.2
  02/1959;  0.0; 11.5; 48.2; 13.0;  0.0;  0.0;  0.0;  1.5;  0.0;  0.0;  0.0;  0.0;  8.0; 24.5;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  0.0;  8.8;  0.0; 17.3;---;---;---;48.2;132.8
